"rfastnum","kdagur","nuvirdi","teg_eign","svfn","byggar","haednr","lyfta","ibm2","fjhaed","fjbilast","fjbkar","fjsturt","fjklos","fjeld","fjherb","fjstof","fjgeym","stig10","matssvaedi","undirmatssvaedi","ibteg"
10685132,"2014-12-13",34663,"Ibudareign",0,1985,2,0,99.6,1,1,1,1,1,1,3,1,1,10,85,0,12
10128036,"2014-12-05",15573,"Ibudareign",0,1973,2,0,57.7,1,0,1,0,1,1,1,1,1,10,161,0,12
10691149,"2014-12-09",19500,"Ibudareign",2000,2006,1,0,100.5,1,0,1,0,1,1,3,1,1,10,2040,0,12
10289560,"2014-12-15",22092,"Ibudareign",1400,1919,2,0,63.2,1,0,0,1,1,1,2,1,0,10,600,0,12
10574542,"2014-12-15",23547,"Ibudareign",1400,1996,1,0,80.2,1,0,1,0,1,1,2,1,0,10,620,0,11
10749500,"2014-12-16",11350,"Ibudareign",7620,1989,2,1,65.8,1,0,0,1,1,1,1,1,0,10,7110,0,12
10621855,"2014-12-12",37328,"Ibudareign",0,1986,2,0,122.5,1,0,1,0,1,1,3,2,1,10,90,0,12
10857713,"2014-10-07",23930,"Ibudareign",0,1979,2,0,78.3,1,0,1,0,1,1,2,1,1,10,150,0,12
10686874,"2014-12-05",15987,"Ibudareign",0,1972,1,0,60.3,1,0,1,0,1,1,1,1,1,10,170,0,12
10665192,"2014-12-10",21000,"Ibudareign",0,1918,0,0,65.5,1,0,1,0,1,1,1,1,1,10,20,0,12
10722661,"2014-12-16",16150,"Ibudareign",4200,1986,2,0,108.5,1,0,1,0,1,1,3,1,0,10,4100,0,12
10662786,"2014-12-03",39479,"Ibudareign",0,1954,1,0,144.9,2,0,2,2,2,1,2,3,0,10,100,0,11
10976137,"2014-12-02",27619,"Ibudareign",0,1966,1,0,103.7,1,0,1,1,1,1,3,1,0,10,100,1,12
10032322,"2014-12-09",34185,"Ibudareign",0,1976,3,0,167.4,2,1,2,1,2,1,5,1,2,10,150,22,12
10266782,"2014-12-15",33368,"Ibudareign",1100,2009,1,4,76.2,1,1,0,1,1,1,1,1,0,10,400,0,12
10126519,"2014-12-12",56104,"Ibudareign",0,1906,1,0,152.2,3,0,1,0,2,1,2,3,3,10,20,0,12
10964385,"2014-12-12",27773,"Ibudareign",0,2010,1,1,85.3,1,1,1,0,1,1,2,1,1,10,181,0,12
10903550,"2014-12-15",27975,"Ibudareign",0,1960,2,0,73.8,1,0,1,1,1,1,2,1,1,10,100,0,12
10298536,"2014-12-15",27652,"Ibudareign",0,1969,2,0,86,1,0,1,0,1,1,3,1,1,10,281,0,12
10370114,"2014-12-10",28190,"Ibudareign",1400,1951,2,0,102.7,2,0,0,1,2,1,2,2,0,10,600,0,11
10100809,"2014-12-10",22918,"Ibudareign",1300,2003,3,0,69.5,1,0,1,0,1,1,1,1,0,9.6,700,0,12
10497131,"2014-12-10",21297,"Ibudareign",1000,1968,1,0,72.1,1,0,1,0,1,1,2,1,0,10,300,0,12
10468532,"2014-12-11",35360,"Ibudareign",1000,1993,2,0,131.8,1,0,1,1,1,1,3,1,0,10,330,0,12
10369299,"2014-12-05",39277,"Ibudareign",1000,2016,2,2,119.5,1,1,0,1,1,1,2,1,1,4,350,0,12
10662514,"2014-12-16",30797,"Ibudareign",0,1970,2,0,81.6,1,0,1,1,1,1,3,1,1,10,280,0,12
10543389,"2014-12-17",13202,"Ibudareign",3000,1981,2,0,107.5,2,0,1,0,1,1,3,1,0,10,3000,0,12
10830394,"2014-12-10",13486,"Ibudareign",3714,1981,2,0,142.2,1,0,1,0,2,1,4,1,1,10,3100,0,11
10264659,"2014-12-16",19682,"Ibudareign",0,1973,5,1,57.9,1,0,1,0,1,1,1,1,1,10,160,0,12
10360438,"2014-12-11",74118,"Radhus",0,1985,1,0,167.8,2,0,1,0,2,1,4,2,0,10,72,0,11
10596136,"2014-12-09",27600,"Parhus",2000,2004,1,0,141.6,2,0,1,1,1,1,3,2,1,10,2040,0,11
10946358,"2014-12-16",23899,"Einbylishus",8509,1947,1,0,141.3,1,0,1,0,1,1,2,1,0,10,8160,0,11
10491848,"2014-12-12",24263,"Ibudareign",0,1976,2,1,90,1,1,1,0,1,1,2,1,1,10,160,0,12
10730113,"2014-12-12",34900,"Ibudareign",0,2004,3,3,106,1,1,1,1,1,1,3,1,1,10,180,0,12
10828841,"2014-12-15",28577,"Ibudareign",0,1998,2,0,72.1,1,0,0,1,1,1,2,1,0,10,90,0,12
10449288,"2014-12-16",19755,"Ibudareign",0,1964,3,0,59,1,0,1,0,1,1,1,1,2,10,91,28,12
10801426,"2014-12-12",31273,"Ibudareign",0,2004,3,1,108.4,1,0,1,0,1,1,3,1,1,10,180,0,12
10804541,"2014-12-12",25333,"Ibudareign",0,2002,1,0,74,1,0,1,0,1,1,2,1,0,10,180,0,12
10009014,"2014-12-17",37299,"Ibudareign",1300,2000,2,0,111.4,1,0,1,0,1,1,3,2,1,10,520,0,12
10988101,"2014-12-16",20273,"Ibudareign",0,1960,0,0,56.5,1,0,0,1,1,1,1,1,1,10,284,0,12
10608068,"2014-12-04",62160,"Ibudareign",0,2014,6,3,121.5,1,1,1,2,2,1,3,1,1,10,20,47,12
10767064,"2014-12-11",40000,"Ibudareign",1000,2014,2,0,112.2,1,0,0,2,2,1,2,1,1,10,351,0,12
10499106,"2014-12-03",35000,"Ibudareign",1000,1960,1,0,126.3,1,0,1,0,2,1,4,1,1,10,300,0,11
10604777,"2014-12-18",37859,"Einbylishus",1400,1943,1,0,116.6,3,0,1,0,1,1,4,1,0,10,600,0,11
10656294,"2014-11-27",35958,"Ibudareign",0,1984,2,0,99,1,1,1,0,1,1,2,1,0,10,85,0,12
10129018,"2014-12-12",24710,"Ibudareign",0,1988,2,2,69.2,1,0,0,1,1,1,1,1,1,10,72,0,12
10224060,"2014-11-27",35500,"Ibudareign",1300,2014,3,1,79.8,1,1,0,1,1,1,1,1,1,4,550,0,12
10071359,"2014-12-17",97620,"Ibudareign",1300,2015,5,3,170.3,1,1,0,2,2,1,2,1,2,7,500,59,12
10758687,"2014-12-12",45150,"Ibudareign",1300,2007,3,3,118.8,1,1,1,1,1,1,2,1,0,10,510,49,12
10955878,"2014-12-18",56118,"Einbylishus",1300,1975,1,0,165.9,2,0,1,1,2,1,6,2,0,10,500,0,11
10909046,"2014-12-17",41575,"Ibudareign",1300,2015,4,3,82.2,1,1,0,1,1,1,2,1,1,10,500,59,12
10704210,"2014-12-10",27780,"Ibudareign",1000,1996,2,1,73.9,1,0,1,0,1,1,2,1,1,10,330,0,12
10972636,"2014-12-11",24197,"Ibudareign",1000,2006,2,2,66.3,1,1,1,1,1,1,1,1,0,10,351,0,12
10391175,"2014-12-01",35557,"Ibudareign",1000,2000,2,0,105.4,1,0,1,1,1,1,3,1,0,10,340,0,12
10844550,"2014-12-12",48817,"Parhus",1000,1997,1,0,150.3,2,0,1,1,1,1,4,1,1,10,330,0,11
10427346,"2014-12-12",32117,"Ibudareign",1000,1997,4,2,104.2,1,0,1,1,1,1,3,1,1,10,330,0,12
10411836,"2014-12-12",38259,"Ibudareign",1000,2006,2,1,129.9,1,1,1,1,1,1,3,1,0,10,351,0,12
10547504,"2014-12-09",16763,"Ibudareign",1000,1971,6,1,44.9,1,0,1,0,1,1,1,1,0,10,320,0,12
10685421,"2014-12-12",37719,"Ibudareign",1000,2014,1,1,102,1,0,0,1,1,1,2,1,1,10,300,104,12
10070611,"2014-12-12",31938,"Ibudareign",1000,2007,2,1,127.3,1,1,1,1,1,1,3,1,0,10,351,0,12
10881915,"2014-12-16",36345,"Ibudareign",1000,1988,2,0,128.2,1,0,1,0,1,1,4,1,0,10,330,0,12
10182778,"2014-12-15",35151,"Ibudareign",1000,1967,2,0,127.1,1,0,1,0,1,1,3,1,1,10,300,0,11
10903901,"2014-12-15",24115,"Ibudareign",1000,1974,2,0,73.7,2,0,1,0,1,1,3,1,0,10,320,0,12
10086943,"2014-12-05",27500,"Ibudareign",1000,1997,2,0,87,1,0,1,0,1,1,2,1,1,10,340,0,12
10732637,"2014-12-11",29573,"Ibudareign",1000,2007,5,1,95.1,1,1,1,0,1,1,2,1,0,10,351,0,12
10853782,"2014-12-11",52754,"Radhus",1000,1998,1,0,156.7,2,0,1,1,2,1,3,1,0,10,340,0,11
10212890,"2014-12-18",13219,"Ibudareign",6000,1973,2,0,83.1,1,0,1,0,1,1,3,1,1,10,6030,0,12
10227140,"2014-12-18",42870,"Einbylishus",6000,2003,1,0,154.2,1,0,1,1,2,1,5,1,1,10,6080,0,11
10913699,"2014-12-09",12525,"Ibudareign",6000,1977,4,0,54.4,1,0,1,0,1,1,1,1,0,10,6030,0,12
10517905,"2014-12-16",61494,"Einbylishus",1100,1963,1,0,164.5,1,0,1,1,1,1,3,1,0,10,400,0,11
10608337,"2014-12-05",77699,"Ibudareign",0,2015,4,3,128.8,1,1,1,1,2,1,2,1,0,4,20,51,12
10455841,"2014-12-16",44140,"Ibudareign",0,2010,3,1,118.5,1,1,1,1,1,1,3,1,1,10,181,0,12
10347900,"2014-12-11",17396,"Ibudareign",3609,2008,2,0,90,1,0,1,0,1,1,2,1,1,10,3020,0,12
10736487,"2014-11-13",27000,"Einbylishus",2000,1990,1,0,212.1,1,0,0,1,2,1,5,2,0,10,2040,0,11
10112395,"2014-12-17",33219,"Ibudareign",0,1968,0,0,106.4,1,0,0,1,1,1,2,1,1,10,70,0,12
10039049,"2014-12-05",44171,"Ibudareign",1100,1964,2,0,133.7,2,0,1,0,2,1,3,2,0,10,400,0,12
10774344,"2014-12-12",29591,"Ibudareign",0,1978,3,0,71.1,1,0,1,1,1,1,2,1,1,10,25,0,12
10654357,"2014-12-16",21231,"Ibudareign",0,1968,1,0,62.1,1,0,1,0,1,1,1,1,1,10,170,0,12
10645405,"2014-12-12",17976,"Ibudareign",0,1973,2,0,73.3,1,0,1,0,1,1,2,1,1,10,161,0,12
10553448,"2014-12-12",30568,"Ibudareign",0,2006,2,1,64,1,0,0,1,1,1,1,1,0,10,20,26,12
10036820,"2014-12-09",7476,"Ibudareign",2000,1977,2,0,48.4,1,0,1,0,1,1,0,1,0,10,2050,0,12
10923832,"2014-12-17",30000,"Ibudareign",1604,2001,2,0,90.5,1,0,0,1,1,1,3,1,0,10,840,0,12
10860076,"2014-12-15",16093,"Ibudareign",7300,1975,2,0,155.7,2,0,0,1,1,1,4,1,2,10,7150,0,11
10923832,"2014-12-17",30167,"Ibudareign",1604,2001,2,0,90.5,1,0,0,1,1,1,3,1,0,10,840,0,12
10205416,"2014-12-12",12200,"Einbylishus",4200,1950,1,0,238,2,0,2,1,2,1,5,2,1,10,4160,0,11
10158411,"2014-12-18",31075,"Einbylishus",8717,2009,1,0,156,1,0,1,1,1,1,4,1,1,10,8030,0,11
10178464,"2014-12-15",28386,"Ibudareign",0,1966,4,0,69.8,1,0,1,1,1,1,2,1,1,10,72,0,12
10806321,"2014-12-17",23500,"Ibudareign",0,1959,3,0,63.9,1,0,1,0,1,1,1,1,1,10,100,0,12
10225010,"2014-12-17",21792,"Ibudareign",0,1978,3,0,77.2,1,0,1,0,1,1,2,1,1,10,160,0,12
10379062,"2014-12-17",22831,"Ibudareign",0,2004,2,0,69.6,1,0,0,1,1,1,2,1,0,10,200,0,12
10599854,"2014-12-17",42439,"Radhus",0,1980,1,0,164.3,2,0,1,1,2,1,5,2,0,10,150,0,11
10470205,"2014-12-04",40855,"Ibudareign",0,1957,3,0,123.3,1,0,1,0,1,1,4,2,1,10,80,0,12
10980049,"2014-12-17",35747,"Ibudareign",0,1939,1,0,72.7,1,0,1,0,1,1,1,2,0,10,72,0,12
10087768,"2014-12-17",21500,"Ibudareign",0,1979,6,1,52.9,1,0,1,0,1,1,1,1,1,10,72,0,12
10873028,"2014-12-11",38494,"Einbylishus",6000,1980,1,0,256.4,2,0,1,2,2,1,9,1,0,10,6040,0,11
10484983,"2014-12-19",16946,"Ibudareign",6000,2015,2,0,55,1,0,0,1,1,1,1,1,1,10,6010,0,12
10505182,"2014-12-11",25564,"Ibudareign",6000,1988,4,1,89.3,1,0,0,1,1,1,1,1,1,10,6030,0,12
10709426,"2014-12-16",30295,"Einbylishus",6000,2009,1,0,191.3,1,0,1,2,2,1,4,1,1,7.9,6010,0,11
10357592,"2014-12-15",30010,"Ibudareign",0,2013,4,2,81.2,1,0,0,1,1,1,1,1,1,10,270,0,12
10503147,"2014-12-14",25093,"Ibudareign",0,1971,3,0,102,1,0,1,0,1,1,3,1,1,10,170,0,12
10309784,"2014-12-18",18000,"Ibudareign",0,1957,2,0,80.9,1,0,1,0,1,1,2,1,1,10,281,0,11
10640015,"2014-12-15",19687,"Ibudareign",0,1933,0,0,48,1,0,0,1,1,1,1,1,2,10,20,0,12
10872798,"2014-12-09",26406,"Ibudareign",0,1966,1,0,82.3,2,0,1,1,1,1,1,1,0,10,281,0,12
10255364,"2014-12-18",18183,"Ibudareign",0,1979,4,1,53.6,1,1,1,0,1,1,1,1,0,10,160,0,12
10145209,"2014-12-17",21038,"Ibudareign",1400,1973,1,0,90.4,1,0,1,0,1,1,2,1,2,10,600,0,12
10648580,"2014-11-11",35896,"Ibudareign",1000,2014,4,1,106.7,1,0,1,1,1,1,3,1,1,10,351,0,12
10536211,"2014-11-27",14315,"Einbylishus",4607,1985,1,0,106.7,1,0,1,0,1,1,5,1,0,10,4020,0,11
10851319,"2014-12-17",37173,"Ibudareign",0,1955,2,0,122.8,1,0,1,0,1,1,4,1,2,10,80,0,12
10707922,"2014-12-17",8747,"Einbylishus",3714,1940,1,0,121.3,2,0,0,1,1,1,4,1,0,10,3140,0,11
10879955,"2014-12-17",39000,"Ibudareign",0,1959,3,0,101.2,1,0,1,0,1,1,4,1,0,10,70,0,12
10706566,"2014-12-22",18149,"Ibudareign",3000,1948,2,0,132.8,2,0,1,0,1,1,5,2,0,10,3000,0,11
10365098,"2014-12-16",21864,"Einbylishus",8200,1964,1,0,132.7,1,0,1,0,2,1,4,1,0,10,8010,0,11
10543342,"2014-12-16",20000,"Einbylishus",8200,1958,1,0,146.9,2,0,1,0,2,1,4,2,0,10,8010,0,11
10942164,"2014-12-11",15769,"Ibudareign",8716,1955,2,0,117.6,3,0,0,1,1,1,5,1,0,10,8020,0,12
10689447,"2014-12-22",17395,"Radhus",8200,2012,1,0,77.2,1,0,1,1,1,1,2,1,1,10,8010,0,11
10137528,"2014-12-09",28000,"Parhus",8200,1999,1,0,112.6,1,0,0,1,1,1,3,1,0,10,8010,0,11
10145434,"2014-12-12",17500,"Radhus",8200,1983,1,0,115.3,1,0,0,1,1,1,3,1,0,10,8010,0,11
10703370,"2014-12-09",21000,"Ibudareign",2000,2008,1,0,91.6,1,0,0,1,1,1,2,1,0,10,2040,0,12
10808964,"2014-12-10",27348,"Parhus",2000,2008,1,0,118.5,1,0,1,1,1,1,3,1,1,9.7,2040,0,11
10942089,"2014-12-22",23593,"Ibudareign",2000,1972,1,0,131.2,1,0,1,0,1,1,3,1,1,10,2050,0,11
10175516,"2014-12-05",53647,"Ibudareign",1000,1995,1,0,195.7,2,0,2,2,2,1,6,2,2,10,320,0,11
10328374,"2014-10-07",26164,"Ibudareign",1000,1998,1,0,63,1,0,1,1,1,1,1,1,1,10,340,23,12
10406634,"2014-12-12",38186,"Ibudareign",1000,1994,1,0,140.1,1,0,1,0,1,1,3,1,0,10,320,0,12
10792795,"2014-12-18",23398,"Ibudareign",2000,2008,2,0,110.1,1,0,0,1,1,1,3,1,0,10,2040,0,12
10802787,"2014-12-18",32480,"Ibudareign",1000,2014,1,0,95.8,1,0,0,1,1,1,1,1,1,10,340,0,12
10623328,"2014-12-15",52475,"Einbylishus",0,1960,1,0,205.4,3,0,1,0,2,1,7,2,0,10,283,0,11
10709784,"2014-12-18",42000,"Ibudareign",0,1923,2,0,84.3,2,0,1,0,1,1,2,1,0,10,20,0,12
10594152,"2014-12-18",91448,"Einbylishus",0,1982,1,0,331.3,3,0,1,2,3,1,7,2,0,10,72,0,11
10443988,"2014-12-09",39000,"Ibudareign",0,1919,4,0,89.2,1,0,0,1,1,1,1,1,0,10,20,0,12
10371094,"2014-12-18",16993,"Ibudareign",0,1938,0,0,41.3,1,0,1,0,1,1,1,0,1,10,90,12,12
10718998,"2014-12-19",30158,"Ibudareign",0,1953,2,0,81.9,1,0,1,0,1,1,2,2,0,10,100,0,12
10147911,"2014-12-18",27394,"Ibudareign",0,1926,2,0,67.8,1,0,0,1,1,1,1,1,0,10,20,0,11
10243502,"2014-12-18",22458,"Ibudareign",0,1926,0,0,67.8,1,0,0,1,1,1,1,1,0,10,20,0,11
10726027,"2014-12-09",39929,"Ibudareign",0,1983,1,0,100.2,1,1,1,0,1,1,3,1,1,10,72,0,12
10965366,"2014-12-20",32000,"Ibudareign",0,1947,2,0,111.2,2,0,1,1,1,1,2,2,1,10,100,0,12
10141940,"2014-12-19",26445,"Ibudareign",0,1957,0,0,93.2,1,0,1,0,1,1,2,1,1,10,100,0,12
10218155,"2014-12-11",26277,"Ibudareign",0,1951,3,0,71.4,1,0,1,0,1,1,1,1,1,10,80,0,12
10370312,"2014-12-02",28162,"Ibudareign",0,1937,1,0,68.3,1,0,0,1,1,1,2,1,0,10,90,12,12
10964945,"2014-12-16",37000,"Ibudareign",0,1985,1,2,105.1,1,0,0,1,1,1,2,2,2,10,85,0,12
10531022,"2014-12-14",23554,"Ibudareign",1604,2013,4,2,67.4,1,1,1,0,1,1,1,1,1,10,810,0,12
10135883,"2014-11-26",18792,"Ibudareign",0,1982,2,0,59.9,1,0,0,1,1,1,1,2,1,10,150,0,12
10364002,"2014-11-21",29700,"Ibudareign",0,1967,1,0,113.9,1,0,1,1,1,1,2,2,1,10,100,1,12
10895714,"2014-12-10",27917,"Ibudareign",0,2007,4,2,88,1,1,1,0,1,1,2,1,0,10,270,0,12
10395575,"2014-12-20",14866,"Parhus",6000,1899,1,0,53.9,2,0,0,1,1,1,2,1,1,10,6020,0,11
10259050,"2014-12-29",31852,"Radhus",6000,1984,1,0,150.5,2,0,1,1,1,1,2,2,0,10,6040,0,11
10080629,"2014-12-29",38354,"Einbylishus",8716,2007,1,0,170.6,1,0,1,1,2,1,3,1,1,10,8020,0,11
10081209,"2014-12-20",18159,"Parhus",8716,1990,1,0,83.2,1,0,1,0,1,1,2,1,0,10,8020,0,11
10573748,"2014-12-19",47421,"Einbylishus",1400,1973,1,0,121.6,1,0,1,0,1,1,4,1,0,10,600,0,11
10652865,"2014-12-19",16700,"Ibudareign",1000,1971,2,1,44.9,1,0,1,0,1,1,1,1,1,10,320,0,12
10636623,"2014-12-19",44604,"Ibudareign",1000,2014,2,0,121.5,1,0,0,1,1,1,3,1,1,10,350,0,12
10468632,"2014-12-19",27691,"Ibudareign",1000,1971,1,0,118.4,1,0,1,0,1,1,3,1,0,10,320,0,11
10925034,"2014-12-19",24763,"Ibudareign",1000,1962,0,0,70.8,1,0,0,1,1,1,2,1,1,10,320,0,12
10097100,"2014-12-12",10500,"Einbylishus",7620,1996,1,0,97.4,1,0,1,1,1,1,3,1,0,10,7035,0,11
10088725,"2014-12-18",31304,"Radhus",0,1981,1,0,124.6,2,0,1,0,2,1,4,2,0,10,160,0,11
10556603,"2014-12-19",40768,"Ibudareign",0,1998,6,1,84.6,1,1,1,0,1,1,3,1,2,10,20,0,12
10802875,"2014-12-19",33429,"Ibudareign",1000,1964,1,0,106.9,1,0,1,0,1,1,3,2,1,10,300,0,11
10737753,"2014-12-19",38811,"Ibudareign",1000,2001,2,0,117.4,1,0,1,1,1,1,3,1,0,10,340,0,12
10874127,"2014-12-19",23850,"Ibudareign",1000,1993,2,0,73.2,1,0,1,0,1,1,2,1,1,10,330,0,12
10618207,"2014-11-28",24690,"Ibudareign",0,1974,8,1,95.7,1,0,1,0,1,1,3,1,0,10,160,0,12
10329657,"2014-12-20",52111,"Ibudareign",0,2003,3,0,136.8,1,0,1,1,1,1,3,1,0,10,180,0,11
10629596,"2014-12-18",41272,"Parhus",1400,2013,1,0,159.1,1,0,0,1,2,1,4,1,1,10,630,0,11
10084389,"2014-12-19",24000,"Ibudareign",1000,1962,1,0,85.9,1,0,1,0,1,1,3,1,1,10,300,0,12
10404904,"2014-12-18",23310,"Ibudareign",1000,1988,3,0,77.5,1,0,1,0,1,1,2,1,0,10,330,0,12
10290565,"2014-12-19",35788,"Ibudareign",1000,2001,8,2,114.8,1,1,1,1,1,1,3,1,0,9.6,340,0,12
10242305,"2014-11-21",27460,"Parhus",8200,2007,1,0,127.3,1,0,1,1,1,1,3,1,1,10,8010,0,11
10122385,"2014-12-19",56872,"Radhus",1000,2001,1,0,166.9,2,0,1,2,2,1,4,1,1,10,340,0,11
10328846,"2014-12-22",46162,"Ibudareign",1000,2007,3,1,175.6,1,1,1,1,1,1,4,1,1,10,351,0,12
10682091,"2014-12-12",33543,"Ibudareign",1000,2004,7,2,101.6,1,1,0,1,1,1,3,1,0,10,340,0,12
10521283,"2014-12-22",104698,"Ibudareign",1000,2014,5,1,194,1,2,1,1,2,1,2,2,1,9.6,300,104,12
10198225,"2014-12-17",113090,"Einbylishus",0,1905,1,0,255.3,3,0,1,2,2,1,6,2,2,10,20,0,11
10982706,"2014-12-19",27476,"Ibudareign",0,1975,2,0,109.1,2,1,1,0,1,1,3,1,1,10,150,22,12
10728869,"2014-12-22",30593,"Ibudareign",0,1988,1,0,84.8,1,0,1,0,1,1,1,1,0,10,120,0,12
10793020,"2014-12-17",21552,"Ibudareign",0,1959,3,0,70.5,1,0,1,0,1,1,2,1,1,10,100,0,12
10730461,"2014-12-19",27712,"Ibudareign",0,1942,0,0,90.8,1,0,0,1,1,1,2,1,1,10,100,0,12
10749862,"2014-12-18",38560,"Ibudareign",0,2004,2,1,127.2,1,1,1,0,1,1,4,1,1,10,270,0,12
10597983,"2014-12-29",15327,"Ibudareign",3000,1976,3,0,94.5,1,0,1,0,1,1,2,1,0,10,3000,0,12
10750548,"2014-12-30",24900,"Ibudareign",6000,2015,2,0,85.6,1,0,0,1,1,1,2,1,1,10,6010,0,12
10283712,"2014-12-30",41900,"Radhus",6000,2005,2,0,173.7,2,0,1,1,2,1,5,1,2,10,6080,0,11
10157438,"2014-12-30",36900,"Radhus",6000,2009,1,0,112.4,1,0,0,1,1,1,3,1,2,10,6010,601,11
10013465,"2014-12-10",17291,"Ibudareign",1400,1955,2,0,58.7,1,0,1,0,1,0,1,1,0,10,680,0,12
10837753,"2014-12-19",47578,"Radhus",1400,1996,1,0,159.3,2,0,0,1,2,1,4,2,0,10,650,0,11
10133386,"2014-12-19",29491,"Ibudareign",1400,1992,2,0,101.4,2,0,1,1,2,1,3,1,0,10,650,0,12
10052167,"2014-12-12",4873,"Ibudareign",4200,1884,3,0,74.6,1,0,0,1,1,1,1,1,0,10,4100,0,12
10557484,"2014-12-16",9679,"Ibudareign",2503,1971,1,0,57,1,0,1,0,1,1,1,1,0,10,2020,0,12
10354189,"2014-12-16",20490,"Ibudareign",0,1964,4,0,59,1,0,1,0,1,1,1,1,2,10,91,28,12
10691853,"2014-12-23",28326,"Ibudareign",0,2002,2,0,74.7,1,0,0,1,1,1,2,1,0,10,100,0,12
10149532,"2014-12-17",50675,"Radhus",0,1967,1,0,212.5,2,0,1,0,2,1,7,3,0,10,100,0,11
10360121,"2014-12-17",25200,"Ibudareign",0,1960,5,2,96.1,1,0,1,0,1,1,2,2,1,10,100,0,12
10122958,"2014-12-10",28793,"Ibudareign",0,1947,0,0,85.3,1,0,0,1,1,1,2,1,0,10,100,0,12
10429895,"2014-12-22",21056,"Ibudareign",0,1979,4,2,62.5,1,0,1,0,1,1,1,1,1,10,170,0,12
10849256,"2014-12-12",22981,"Ibudareign",0,1928,3,0,56.8,1,0,0,1,1,1,2,1,0,10,20,0,12
10489673,"2014-12-15",32544,"Ibudareign",1400,1989,1,0,104.1,1,0,1,1,1,1,3,1,2,10,650,0,12
10666309,"2014-12-19",65479,"Einbylishus",1604,2006,1,0,202.3,1,0,1,1,2,1,3,1,1,10,810,0,11
10682331,"2014-12-12",32416,"Ibudareign",0,1983,3,0,83,1,1,1,0,1,1,2,1,0,10,72,0,12
10374785,"2014-12-19",33427,"Ibudareign",0,1991,2,2,85.3,1,1,0,1,1,1,2,1,1,10,281,0,12
10019340,"2014-12-19",49500,"Radhus",0,2002,1,0,146.1,1,0,1,1,1,1,3,1,0,10,130,0,11
10242633,"2014-12-20",62198,"Ibudareign",0,2004,4,1,127.6,1,1,1,0,2,1,3,1,2,10,20,52,12
10333248,"2014-12-01",17550,"Ibudareign",0,1963,1,0,54.9,1,0,1,0,1,1,1,1,2,10,91,28,12
10739842,"2014-12-22",24993,"Ibudareign",0,1946,4,0,50,1,0,0,1,1,1,2,1,0,10,90,20,12
10401373,"2014-12-22",29057,"Ibudareign",0,1958,1,0,84.8,1,0,1,0,1,1,2,1,1,10,100,0,12
10587119,"2014-12-22",57993,"Ibudareign",0,2010,3,1,125.4,1,1,0,1,2,1,2,1,1,10,283,0,12
10077247,"2014-12-23",23000,"Ibudareign",0,1932,1,0,43.3,1,0,1,0,1,1,1,1,0,10,25,0,12
10329376,"2014-12-22",29188,"Ibudareign",1000,2014,1,3,73.1,1,1,0,1,1,1,2,1,1,4.3,351,0,12
10454702,"2014-12-22",16473,"Ibudareign",1000,1979,1,0,36.2,1,0,1,0,1,1,1,1,0,10,320,15,12
10809862,"2014-12-19",28438,"Ibudareign",0,1978,3,0,92.6,1,0,1,0,1,1,3,2,1,10,160,0,12
10198671,"2014-12-19",16459,"Ibudareign",0,1923,3,0,35.1,1,0,1,1,1,1,1,1,0,10,20,0,12
10962703,"2014-12-18",42949,"Einbylishus",0,1981,1,0,209.4,2,0,1,0,1,1,5,2,0,10,160,0,11
10746400,"2014-12-23",27193,"Ibudareign",0,1963,0,0,84.2,1,0,1,0,1,1,2,2,1,10,283,0,12
10641890,"2014-12-23",49539,"Einbylishus",0,1986,1,0,135.6,1,0,1,1,2,1,3,2,0,10,120,0,11
10541114,"2014-12-23",28617,"Ibudareign",0,1996,2,0,87,1,0,1,0,1,1,2,1,1,10,130,0,12
10056906,"2014-12-18",35000,"Ibudareign",0,1946,2,0,86.8,1,0,1,0,1,1,2,1,0,10,80,0,12
10449547,"2014-12-22",14700,"Ibudareign",0,1948,0,0,59.1,1,0,0,1,1,1,1,1,0,10,100,0,12
10861385,"2014-12-22",27666,"Radhus",1604,1973,1,0,94,1,0,0,1,1,1,3,1,0,10,800,0,11
10620128,"2014-12-22",35406,"Ibudareign",1604,2001,2,0,105.9,1,0,0,1,1,1,3,1,2,10,840,0,12
10063962,"2014-12-22",62738,"Einbylishus",1604,1999,1,0,179,1,0,1,1,1,1,3,3,1,9.7,840,0,11
10423805,"2014-12-19",61361,"Einbylishus",0,1984,1,0,274.4,3,0,0,2,3,1,5,4,0,10,150,0,11
10896584,"2014-12-29",17893,"Ibudareign",0,1967,3,0,51.1,1,0,1,0,1,1,1,1,1,10,200,0,12
10676719,"2014-12-18",18832,"Ibudareign",0,1951,3,0,45.5,1,0,1,0,1,1,2,1,1,10,100,0,12
10444024,"2014-12-29",44376,"Radhus",0,1988,1,0,135.5,2,0,1,1,1,1,3,3,1,10,120,0,11
10485274,"2014-11-28",24821,"Ibudareign",0,1983,3,1,57.5,1,1,0,1,1,1,1,1,0,10,85,0,12
10273182,"2014-12-22",14986,"Einbylishus",4911,1965,1,0,174.1,1,0,1,0,1,1,4,2,0,10,4210,0,11
10483480,"2014-12-23",21372,"Ibudareign",1400,1972,3,0,108.5,1,0,1,0,1,1,3,1,1,10,600,0,12
10048725,"2014-12-30",17779,"Ibudareign",1400,1992,1,1,49.9,1,0,1,0,1,1,0,1,1,10,600,0,12
